ID,Geburtsjahr,Bildungsniveau,Familienstand,Einkommen,Kinder_zu_Hause,Teenager_zu_Hause,Datum_Kunde,Letzter_Kauf_Tage,Beschwerde,Ausgaben_Wein,Ausgaben_Obst,Ausgaben_Fleisch,Ausgaben_Fisch,Ausgaben_Süßigkeiten,Ausgaben_Gold,Anzahl_Rabattkäufe,Anzahl_Webkäufe,Anzahl_Katalogkäufe,Anzahl_Ladeneinkäufe,Anzahl_WebBesuche_Monat,Kampagne_1_Akzeptiert,Kampagne_2_Akzeptiert,Kampagne_3_Akzeptiert,Kampagne_4_Akzeptiert,Kampagne_5_Akzeptiert,Antwort_Letzte_Kampagne
1509,1968,Doktor,Zusammenlebend,84460.0,0,0,04-01-2023,80,0,152,27,103,106,54,81,0,9,9,4,5,1,1,0,1,1,1
5577,1993,Hochschulabschluss,Zusammenlebend,43776.0,1,0,03-05-2024,77,0,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0
7348,1968,Doktor,Ledig,71691.0,0,0,17-03-2024,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,1
1127,1983,Doktor,Verheiratet,85844.0,0,0,29-05-2024,62,0,938,19,843,25,95,38,1,6,6,7,2,0,0,0,0,1,0
1833,1984,Doktor,Ledig,39190.0,1,0,26-04-2024,91,0,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0
4944,1969,Hochschulabschluss,Zusammenlebend,71367.0,0,0,23-08-2023,24,0,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0
9080,1982,Doktor,Ledig,38578.0,1,1,22-06-2023,2,0,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0
6466,1975,Doktor,Verheiratet,57236.0,1,1,12-03-2024,22,0,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0
9964,1989,Hochschulabschluss,Ledig,61825.0,0,1,07-08-2023,56,0,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0
4790,1968,Hochschulabschluss,Geschieden,79803.0,0,1,02-06-2024,54,0,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0
10245,1996,Zweiter Studienzyklus,Ledig,80910.0,0,0,31-10-2022,71,0,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0
1109,1992,Master,Zusammenlebend,27590.0,1,0,23-04-2023,38,0,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0
6001,1989,Hochschulabschluss,Verheiratet,56775.0,0,1,02-01-2023,62,0,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0
5538,1985,Hochschulabschluss,Geschieden,83829.0,0,0,08-10-2023,78,0,897,161,430,186,161,27,0,4,7,6,1,1,0,1,0,1,1
10552,1989,Zweiter Studienzyklus,Verheiratet,54210.0,0,1,20-05-2023,18,0,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0
1545,1996,Hochschulabschluss,Verheiratet,38508.0,1,0,02-08-2023,95,0,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0
7409,1980,Hochschulabschluss,Zusammenlebend,53187.0,1,0,26-10-2023,66,0,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0
4444,1982,Hochschulabschluss,Verheiratet,30023.0,1,0,24-03-2024,28,0,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0
146,1970,Doktor,Ledig,76045.0,0,0,15-11-2023,78,0,760,53,400,17,93,0,1,4,5,11,2,1,0,0,0,0,0
6271,1962,Doktor,Verheiratet,50870.0,0,1,19-06-2024,13,0,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0
10065,1980,Zweiter Studienzyklus,Verheiratet,15315.0,0,0,03-08-2023,27,0,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0
4741,1984,Zweiter Studienzyklus,Verheiratet,65463.0,1,0,30-01-2024,17,0,391,32,70,21,32,16,2,6,2,9,5,0,0,0,1,0,0
246,1975,Hochschulabschluss,Verheiratet,66480.0,1,1,31-05-2024,71,0,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0
375,1964,Hochschulabschluss,Geschieden,76773.0,0,0,25-02-2023,79,0,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0
1524,1993,Zweiter Studienzyklus,Ledig,81698.0,0,0,01-03-2023,1,0,709,45,115,30,160,45,1,8,2,5,5,1,0,0,0,0,1
10022,1983,Doktor,Ledig,54466.0,1,1,09-02-2024,78,0,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0
7451,1970,Master,Ledig,98777.0,0,0,17-02-2024,23,0,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0
11010,1994,Doktor,Ledig,16269.0,1,0,30-08-2023,75,0,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0
4356,1981,Hochschulabschluss,Zusammenlebend,71819.0,0,1,28-08-2023,70,0,1224,28,140,0,14,168,3,3,3,5,6,0,0,0,1,1,0
3885,1993,Doktor,Verheiratet,33569.0,1,0,16-10-2023,10,0,16,2,18,3,0,24,1,1,1,2,8,0,0,1,0,0,1
1175,1993,Master,Verheiratet,36262.0,0,0,20-09-2023,24,0,88,39,54,64,28,153,1,3,5,3,6,0,0,1,0,0,1
880,1976,Grundbildung,Zusammenlebend,22634.0,0,0,16-01-2023,47,0,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0
2320,1988,Zweiter Studienzyklus,Verheiratet,47025.0,0,1,12-09-2023,98,0,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0
850,1978,Hochschulabschluss,Ledig,70566.0,0,1,06-10-2023,4,0,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0
4713,1989,Doktor,Verheiratet,31605.0,1,0,22-11-2022,15,0,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0
675,1983,Master,Geschieden,52034.0,1,1,17-05-2023,67,0,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0
5025,1989,Hochschulabschluss,Ledig,48526.0,1,0,24-12-2023,32,0,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0
2308,1964,Hochschulabschluss,Verheiratet,46734.0,0,1,18-11-2022,40,0,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0
5995,1972,Hochschulabschluss,Geschieden,39552.0,1,1,18-12-2022,54,0,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1
6749,1976,Hochschulabschluss,Ledig,86358.0,1,1,08-08-2022,78,0,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0
1010,1987,Hochschulabschluss,Zusammenlebend,46931.0,2,1,24-04-2024,94,0,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0
8977,1995,Grundbildung,Ledig,16581.0,0,0,12-01-2023,51,0,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0
4756,1962,Zweiter Studienzyklus,Geschieden,63998.0,0,0,20-12-2023,42,0,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,1
3412,1961,Master,Verheiratet,67381.0,0,1,15-01-2023,67,0,815,8,53,11,0,70,4,2,2,9,7,0,0,0,1,0,0
606,1977,Hochschulabschluss,Ledig,25930.0,1,1,10-10-2023,87,0,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0
5961,1988,Hochschulabschluss,Verheiratet,42693.0,1,0,07-06-2024,29,0,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0
2975,1986,Hochschulabschluss,Zusammenlebend,85606.0,0,1,12-11-2022,89,0,717,42,864,219,30,84,2,6,7,9,3,1,0,0,0,0,0
2894,1995,Hochschulabschluss,Ledig,72903.0,0,0,29-10-2023,74,0,1067,138,750,0,19,39,1,7,5,8,4,1,0,0,1,1,1
7613,1984,Zweiter Studienzyklus,Zusammenlebend,49669.0,1,0,24-05-2024,97,0,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0
10542,1978,Doktor,Verheiratet,36778.0,1,1,05-08-2022,63,0,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0
8015,1972,Doktor,Geschieden,85696.0,0,0,03-05-2023,88,0,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,1
10617,1999,Master,Geschieden,10979.0,0,0,22-05-2024,34,0,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0
11166,1971,Hochschulabschluss,Verheiratet,49678.0,0,1,02-02-2023,81,0,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0
849,1963,Master,Zusammenlebend,56129.0,0,1,20-06-2023,65,0,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0
523,1999,Hochschulabschluss,Verheiratet,37155.0,1,0,31-01-2023,51,0,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0
4066,1988,Zweiter Studienzyklus,Geschieden,21282.0,1,0,11-05-2024,76,0,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0
8414,1972,Doktor,Ledig,33419.0,0,1,17-08-2023,76,0,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0
819,1955,Hochschulabschluss,Verwitwet,63285.0,0,0,05-11-2023,84,0,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0
4961,1984,Master,Zusammenlebend,21255.0,1,0,21-01-2024,56,0,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0
749,1991,Hochschulabschluss,Zusammenlebend,42162.0,1,0,19-11-2023,31,0,46,7,59,2,4,27,2,3,1,3,6,0,0,1,0,0,1
5430,1966,Hochschulabschluss,Zusammenlebend,54450.0,1,1,14-09-2022,0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0
7755,1964,Doktor,Verheiratet,57744.0,0,1,12-11-2023,91,0,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0
10525,1996,Hochschulabschluss,Ledig,26576.0,1,0,13-10-2022,40,0,10,0,8,0,0,9,1,1,0,2,9,0,0,1,0,0,1
1453,1953,Doktor,Verwitwet,57513.0,0,0,06-07-2023,59,0,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0
8310,1974,Hochschulabschluss,Zusammenlebend,68142.0,0,1,29-08-2022,96,0,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0
10710,1989,Hochschulabschluss,Verheiratet,7500.0,0,1,29-08-2022,61,0,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0
5031,1984,Hochschulabschluss,Zusammenlebend,83145.0,0,0,22-09-2022,14,0,777,35,731,39,137,114,1,5,9,11,2,0,0,0,0,1,1
2613,1970,Master,Verheiratet,54197.0,0,1,03-04-2024,16,0,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0
213,1973,Doktor,Ledig,23091.0,1,1,28-05-2024,98,0,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0
967,1986,Hochschulabschluss,Verheiratet,46049.0,1,1,21-07-2023,11,0,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,1
1077,1984,Hochschulabschluss,Zusammenlebend,56715.0,0,0,05-12-2022,52,0,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0
7959,1971,Hochschulabschluss,Verheiratet,79410.0,0,0,29-05-2024,19,0,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0
640,1961,Hochschulabschluss,Verheiratet,57304.0,0,1,11-03-2023,61,0,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0
4252,1975,Hochschulabschluss,Verheiratet,44375.0,0,1,23-03-2024,73,0,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0
8432,1966,Hochschulabschluss,Zusammenlebend,54450.0,1,1,14-09-2022,0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0
6218,1975,Hochschulabschluss,Verheiratet,59594.0,0,1,20-10-2022,74,0,457,4,29,0,0,9,1,8,1,7,7,0,0,0,1,0,0
6905,2004,Hochschulabschluss,Zusammenlebend,80685.0,0,0,22-08-2022,55,0,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0
5922,1984,Doktor,Verheiratet,40344.0,0,1,13-10-2023,48,0,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0
3598,1982,Hochschulabschluss,Verheiratet,62710.0,0,1,23-05-2023,53,0,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0
6116,1978,Zweiter Studienzyklus,Verheiratet,48985.0,0,1,05-07-2023,13,0,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0
6263,1978,Hochschulabschluss,Zusammenlebend,35322.0,1,2,22-08-2022,34,0,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0
10486,1958,Hochschulabschluss,Verheiratet,77142.0,0,0,29-05-2023,54,0,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0
2410,1979,Hochschulabschluss,Ledig,81657.0,0,0,22-01-2024,69,0,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0
193,2006,Grundbildung,Verheiratet,14421.0,0,0,17-02-2024,81,0,0,0,2,3,3,8,1,1,0,2,5,0,0,1,0,0,0
3363,1984,Zweiter Studienzyklus,Verheiratet,20130.0,0,0,17-03-2024,99,0,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0
8278,2000,Doktor,Verheiratet,74214.0,0,0,26-08-2022,3,0,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0
10660,1967,Master,Verheiratet,66726.0,1,1,12-01-2024,61,0,349,7,35,0,0,47,3,8,2,4,7,0,0,0,1,0,0
8686,1989,Grundbildung,Zusammenlebend,23724.0,1,0,08-01-2023,65,0,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0
1604,1970,Master,Verheiratet,47353.0,0,1,13-11-2023,93,0,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0
5907,1962,Master,Verheiratet,33444.0,1,1,03-11-2022,24,0,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0
10669,1991,Hochschulabschluss,Verheiratet,54386.0,0,1,17-05-2023,8,0,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0
2918,1991,Hochschulabschluss,Geschieden,28510.0,1,1,13-04-2023,72,0,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0
5735,2001,Master,Ledig,90638.0,0,0,13-02-2024,29,0,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,0
359,1960,Hochschulabschluss,Zusammenlebend,48070.0,0,1,13-01-2023,33,1,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,0
8387,1967,Hochschulabschluss,Verheiratet,43140.0,0,1,05-01-2023,68,0,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0
1829,1971,Doktor,Geschieden,54959.0,0,1,19-01-2023,55,0,1148,0,60,0,0,24,3,9,5,4,7,0,0,0,1,0,1
3839,1968,Grundbildung,Ledig,15056.0,1,1,03-05-2023,76,0,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0
9392,1981,Hochschulabschluss,Ledig,26954.0,1,0,08-05-2024,17,0,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0
2292,1995,Hochschulabschluss,Ledig,22327.0,1,0,02-08-2023,94,0,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0
10466,1975,Hochschulabschluss,Verheiratet,44393.0,1,1,22-08-2023,86,0,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0
9855,1962,Doktor,Ledig,62000.0,0,1,25-08-2023,25,0,899,0,101,0,0,20,1,6,6,13,4,1,0,0,0,0,0
4088,1972,Doktor,Zusammenlebend,31497.0,0,1,06-12-2022,22,0,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0
5231,1984,Zweiter Studienzyklus,Verheiratet,45894.0,0,2,27-02-2024,15,0,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0
590,1980,Master,Geschieden,78579.0,0,0,22-12-2022,35,0,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,1
8732,1979,Master,Verwitwet,67369.0,0,1,17-11-2022,81,0,1298,0,70,37,14,42,4,7,4,10,4,0,0,0,1,1,1
2315,1970,Hochschulabschluss,Geschieden,58401.0,0,1,20-04-2024,55,0,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0
3515,1962,Hochschulabschluss,Ledig,62307.0,0,1,17-02-2024,94,0,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0
2245,1979,Master,Verheiratet,43641.0,1,1,22-04-2023,50,0,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0
6283,1978,Master,Geschieden,63841.0,0,1,21-04-2023,64,0,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0
2246,1975,Zweiter Studienzyklus,Verheiratet,46891.0,0,1,01-09-2023,91,0,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0
6606,1979,Master,Verheiratet,70091.0,1,0,31-03-2023,11,0,964,34,137,15,0,11,2,5,2,10,8,0,0,0,1,0,0
5545,1982,Doktor,Verheiratet,78075.0,0,0,05-04-2024,72,0,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0
7342,1971,Zweiter Studienzyklus,Verwitwet,59184.0,0,1,09-09-2022,6,0,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0
837,1987,Hochschulabschluss,Verheiratet,54809.0,1,1,11-09-2023,0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0
9500,1969,Hochschulabschluss,Verheiratet,58113.0,0,1,25-01-2023,66,1,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,0
3602,1968,Master,Verheiratet,51412.0,0,1,31-12-2023,42,0,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0
234,1989,Hochschulabschluss,Geschieden,15287.0,1,0,10-10-2022,60,0,1,2,8,4,3,13,2,1,1,2,7,0,0,1,0,0,1
2995,1967,Master,Zusammenlebend,66636.0,0,0,17-08-2023,64,0,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0
1118,1966,Master,Verheiratet,50965.0,0,1,20-02-2023,87,0,544,13,85,8,6,29,3,10,4,5,8,0,0,1,0,0,0
7789,1975,Doktor,Verheiratet,84618.0,0,0,22-11-2023,96,0,684,100,801,21,66,0,1,6,9,10,2,0,0,0,0,1,0
3068,2000,Hochschulabschluss,Verheiratet,18351.0,0,0,29-10-2023,1,0,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0
8955,1967,Doktor,Zusammenlebend,40451.0,0,2,16-02-2024,54,0,35,0,4,0,0,10,1,1,1,2,5,0,0,1,0,0,0
945,1975,Hochschulabschluss,Zusammenlebend,36317.0,0,1,22-05-2023,53,0,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0
5644,1967,Hochschulabschluss,Zusammenlebend,42213.0,0,1,12-10-2023,96,0,309,3,24,4,3,20,2,5,1,7,7,0,0,0,1,0,0
7192,1965,Hochschulabschluss,Zusammenlebend,65748.0,0,1,15-04-2023,58,1,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0
2324,1982,Hochschulabschluss,Zusammenlebend,77044.0,0,1,27-10-2023,12,0,625,38,242,50,34,76,2,7,11,11,4,0,0,1,0,0,0
697,1979,Hochschulabschluss,Zusammenlebend,74918.0,0,0,12-03-2023,78,0,972,59,913,25,19,59,1,5,9,6,3,0,0,0,0,1,0
3439,1982,Hochschulabschluss,Verheiratet,56721.0,1,1,31-10-2022,64,0,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0
1506,1985,Hochschulabschluss,Ledig,42160.0,1,1,28-06-2023,26,0,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1
232,1975,Hochschulabschluss,Ledig,61559.0,0,1,17-07-2023,8,0,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0
8876,1973,Doktor,Zusammenlebend,33629.0,1,1,08-08-2022,49,0,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0
4500,2001,Doktor,Zusammenlebend,68682.0,0,0,06-10-2023,56,0,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0
9739,1973,Hochschulabschluss,Ledig,34377.0,0,1,19-01-2023,55,0,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0
10395,1996,Grundbildung,Ledig,8940.0,1,0,22-08-2022,25,0,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0
1176,1983,Hochschulabschluss,Verheiratet,26228.0,1,0,22-09-2023,50,0,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0
1627,1967,Zweiter Studienzyklus,Geschieden,77297.0,0,0,26-01-2023,84,0,408,61,109,48,122,41,1,5,7,9,4,1,0,0,0,0,0
938,1991,Hochschulabschluss,Verheiratet,40211.0,1,1,30-07-2023,30,0,51,1,7,2,1,25,2,2,1,2,8,0,0,1,0,0,0
2740,1968,Doktor,Verwitwet,33438.0,1,1,22-09-2023,81,0,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0
257,1969,Doktor,Verheiratet,75032.0,0,1,28-04-2023,74,0,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0
4058,1965,Doktor,Ledig,61284.0,0,0,12-10-2023,76,0,618,15,106,20,7,45,1,11,2,8,6,0,0,0,1,0,0
7736,1996,Hochschulabschluss,Verheiratet,22518.0,1,0,22-10-2022,36,0,11,7,12,2,2,27,2,2,1,2,5,0,0,1,0,0,1
8210,1985,Master,Verheiratet,54730.0,0,1,15-08-2023,64,0,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0
833,1965,Master,Verheiratet,38452.0,1,1,30-03-2024,62,0,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0
6230,1981,Hochschulabschluss,Geschieden,44421.0,1,1,15-02-2023,53,0,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0
7325,1996,Doktor,Zusammenlebend,38197.0,1,0,29-06-2023,86,0,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0
1307,1988,Hochschulabschluss,Geschieden,41986.0,0,1,09-02-2024,15,0,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0
1502,1993,Hochschulabschluss,Zusammenlebend,28427.0,1,0,21-03-2023,67,0,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0
6211,1986,Doktor,Zusammenlebend,37395.0,1,0,02-05-2024,47,0,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0
843,1981,Hochschulabschluss,Verheiratet,64722.0,1,0,26-05-2024,47,0,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0
4174,1966,Master,Zusammenlebend,55249.0,0,1,17-04-2024,81,0,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0
9757,1982,Hochschulabschluss,Zusammenlebend,84906.0,0,0,04-10-2023,98,0,997,15,414,99,30,76,1,5,6,12,2,0,1,0,1,1,0
6918,1999,Hochschulabschluss,Verheiratet,28691.0,1,0,04-07-2023,56,0,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0
286,1962,Hochschulabschluss,Ledig,44213.0,1,1,29-11-2023,48,0,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0
11086,1994,Grundbildung,Ledig,25707.0,1,0,18-01-2024,18,0,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0
1921,1977,Doktor,Verheiratet,59062.0,2,1,03-10-2023,74,0,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0
4138,1972,Hochschulabschluss,Ledig,76624.0,0,1,24-05-2024,68,0,411,106,147,54,115,66,1,5,10,7,1,0,0,1,0,0,0
7718,1957,Master,Zusammenlebend,66000.0,0,0,20-04-2024,36,0,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0
1291,1988,Doktor,Zusammenlebend,27683.0,1,0,04-08-2022,90,0,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0
6862,1981,Hochschulabschluss,Geschieden,1730.0,0,0,18-05-2024,65,0,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0
4136,2002,Grundbildung,Ledig,7500.0,1,0,03-12-2022,63,0,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0
803,1978,Hochschulabschluss,Zusammenlebend,40521.0,1,1,05-04-2023,82,0,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0
4298,1983,Doktor,Zusammenlebend,20427.0,1,0,24-03-2024,63,0,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0
10833,1985,Hochschulabschluss,Verheiratet,65106.0,0,1,24-05-2024,55,0,790,19,133,12,0,19,3,8,3,13,6,0,0,0,1,0,0
9606,1975,Doktor,Verheiratet,69969.0,0,0,27-08-2023,64,0,882,29,514,38,29,44,1,4,2,6,3,1,0,0,0,1,1
8534,1962,Hochschulabschluss,Verheiratet,67433.0,0,2,16-07-2023,51,0,615,28,259,12,48,30,4,6,5,13,4,0,0,0,1,0,0
5153,1977,Doktor,Verheiratet,77766.0,0,1,22-02-2023,97,0,1004,59,265,115,59,27,2,11,10,11,6,0,0,1,0,0,1
961,1982,Hochschulabschluss,Verheiratet,74716.0,0,1,12-09-2023,92,0,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0
5011,1973,Hochschulabschluss,Geschieden,68118.0,0,1,18-10-2023,51,0,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0
6653,1980,Doktor,Verheiratet,55158.0,1,1,30-07-2022,72,0,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,1
9094,1965,Zweiter Studienzyklus,Verheiratet,62972.0,0,1,03-08-2022,39,0,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,1
810,1985,Hochschulabschluss,Verheiratet,74190.0,0,1,12-05-2024,49,0,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0
5493,1986,Hochschulabschluss,Verheiratet,39356.0,1,1,19-03-2024,21,0,15,0,2,0,0,6,1,1,0,2,6,0,0,1,0,0,0
2147,1979,Hochschulabschluss,Zusammenlebend,76653.0,0,0,16-08-2023,91,0,736,63,946,219,189,126,1,4,7,11,2,1,0,0,0,1,0
5107,1983,Doktor,Geschieden,35860.0,1,1,19-05-2024,37,0,15,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,0
3979,1993,Doktor,Geschieden,90687.0,0,0,22-05-2023,98,0,982,17,672,23,34,51,1,6,2,8,2,0,0,0,0,1,1
6049,1992,Master,Zusammenlebend,73450.0,0,0,05-12-2023,85,0,1142,51,415,90,69,37,1,7,8,11,3,1,0,1,0,0,0
8147,1970,Hochschulabschluss,Verheiratet,31454.0,1,1,06-07-2023,40,0,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0
1857,1962,Hochschulabschluss,Ledig,47139.0,1,1,06-03-2024,2,0,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,1
3910,1985,Hochschulabschluss,Geschieden,83829.0,0,0,08-10-2023,78,0,897,161,430,186,161,27,0,4,7,6,1,1,0,1,0,1,1
5207,1973,Doktor,Verheiratet,53378.0,1,1,24-09-2022,41,0,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,1
11114,1980,Hochschulabschluss,Zusammenlebend,19656.0,1,0,08-02-2023,94,0,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0
5429,1958,Doktor,Verheiratet,45579.0,0,1,20-08-2023,10,0,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0
